Latitude;Longitude;Altitude;CD_setor;N egg;N larvae;N pupae;N adults;A1;A2;B;C;D1;D2;E;Type
-11.3449373328;-37.571309539;0;280630505000018;0;0;0;0;0;1;0;0;0;2;0;R
-11.3450310928;-37.571620976;0;280630505000018;0;0;0;6;1;1;0;0;2;0;0;R
-11.3450458198;-37.572055368;0;280630505000018;0;0;0;0;1;1;0;0;0;4;0;R
-11.3448731538;-37.572440394;0;280630505000018;0;0;0;0;0;2;3;0;1;4;0;R
-11.3446560238;-37.572987704;0;280630505000018;0;0;0;0;0;2;3;0;1;3;0;R
-11.3445155698;-37.573235681;0;280630505000018;0;0;0;0;0;1;1;0;2;0;0;R
-11.3443761788;-37.573353447;0;280630505000018;0;0;0;0;1;0;4;0;1;1;0;R
-11.3439515118;-37.573478267;0;280630505000018;0;0;0;0;0;1;1;0;0;3;0;R
-11.3435758398;-37.573809415;0;280630505000018;0;0;0;0;1;2;4;0;0;3;0;R
-11.3430773158;-37.574195319;0;280630505000018;0;0;0;0;1;0;4;0;1;3;0;R
-11.3428031318;-37.574332169;0;280630505000018;0;0;0;0;0;1;0;0;1;2;0;R
-11.3424684478;-37.574441718;0;280630505000018;0;0;0;0;1;2;3;0;0;1;0;R
-11.3420949368;-37.57456388;0;280630505000018;0;0;0;0;1;2;3;0;2;0;0;R
-11.3418430158;-37.574593208;0;280630505000018;0;0;0;0;0;0;2;0;0;4;0;R
-11.3415763338;-37.574677449;0;280630505000018;0;0;0;0;1;1;0;0;0;3;0;R
-11.3413005138;-37.574794293;0;280630505000018;0;0;0;0;0;0;3;0;1;2;0;R
-11.3410968738;-37.574915551;0;280630505000018;0;0;0;0;0;0;3;0;2;1;0;R
-11.3409058178;-37.575008631;0;280630505000018;0;0;0;0;1;1;2;0;0;2;0;R
-11.3406944958;-37.575135358;0;280630505000018;0;0;0;0;1;2;1;0;0;4;0;R
-11.3404032778;-37.57536667;0;280630505000018;0;0;0;0;0;0;3;0;1;4;0;R
-11.3400274108;-37.575786491;0;280630505000018;0;0;0;0;1;2;2;0;1;4;0;R
-11.3393265938;-37.576455344;0;280630505000018;0;0;0;0;0;1;2;0;2;4;0;R
-11.3387464518;-37.577271462;0;280630505000018;0;0;0;0;0;0;4;0;0;3;0;R
-11.3381123828;-37.578374364;0;280630505000018;0;0;0;0;1;2;1;0;1;4;0;R
-11.3375752478;-37.579295363;0;280630505000018;0;0;0;0;0;2;0;0;2;4;0;R
-11.3362499058;-37.581472712;0;280630505000018;0;0;0;0;0;0;4;0;1;4;0;R
-11.3342618918;-37.583886728;0;280630505000018;0;0;0;0;1;0;2;0;2;4;0;R
-11.3338655498;-37.584248264;0;280630505000018;0;0;0;0;1;2;1;0;2;2;0;R
-11.3334704288;-37.584542956;0;280630505000018;0;0;0;0;1;2;3;0;2;2;0;R
-11.3331740388;-37.584648852;0;280630505000018;0;0;0;0;1;1;1;0;1;1;0;R
-11.3421042428;-37.613436734;0;280630505000030;0;0;0;0;0;2;3;0;0;4;0;R
-11.3420800278;-37.613728454;0;280630505000030;0;0;0;0;0;0;1;0;1;2;0;R
-11.3429611828;-37.614592331;0;280630505000030;0;0;0;0;0;1;3;0;2;4;0;R
-11.3438398708;-37.61512939;0;280630505000030;0;0;0;0;1;0;3;0;2;2;0;R
-11.3455008918;-37.61587129;0;280630505000030;0;0;0;0;0;1;2;0;0;1;0;R
-11.3455223838;-37.61582498;0;280630505000030;0;0;0;0;1;0;2;0;2;4;0;R
-11.3455658318;-37.615731366;0;280630505000030;0;0;0;0;1;2;2;0;0;1;0;R
-11.3457297218;-37.615378238;0;280630505000030;0;0;0;0;1;2;2;0;2;3;0;R
-11.3485824908;-37.614731576;0;280630505000030;0;0;0;0;0;2;1;0;2;4;0;R
-11.3487725738;-37.614688314;0;280630505000030;0;0;0;0;1;1;3;0;1;0;0;R
-11.3494390068;-37.61471881;0;280630505000030;0;0;0;0;1;0;3;0;1;3;0;R
-11.3521816488;-37.615050434;0;280630505000030;280;0;0;0;1;1;0;0;2;3;0;R
-11.3541070088;-37.615497796;0;280630505000030;0;0;0;0;0;2;0;0;0;4;0;R
-11.3547936648;-37.618183571;0;280630505000030;0;0;0;0;0;0;3;0;2;1;0;R
-11.3547954668;-37.617993573;0;280630505000030;0;0;0;0;0;0;0;0;2;0;0;R
-11.3550007448;-37.617683025;0;280630505000030;0;0;0;0;0;0;1;0;1;2;0;R
-11.3552383278;-37.617340281;0;280630505000030;0;0;0;0;1;2;4;0;1;1;0;R
-11.3564559608;-37.615529279;0;280630505000030;0;0;0;0;0;2;3;0;0;0;0;R
-11.3573872398;-37.61613014;0;280630505000030;0;0;0;0;1;0;4;0;2;0;0;R
-11.3567578658;-37.617188535;0;280630505000030;0;0;0;0;0;2;1;0;1;3;0;R
-11.3566864508;-37.61730863;0;280630505000030;0;0;0;0;0;1;0;0;1;0;0;R
-11.3568589708;-37.617454758;0;280630505000030;0;0;0;0;1;0;1;0;0;2;0;R
-11.3565444278;-37.617603103;0;280630505000030;0;0;0;0;1;0;0;0;2;0;0;R
-11.3641973678;-37.617017143;0;280630505000030;0;0;0;0;1;2;4;0;0;1;0;R
-11.3642260898;-37.617218195;0;280630505000030;0;0;0;0;0;0;0;0;0;0;0;R
-11.3618280158;-37.6204005;0;280630505000030;0;0;0;0;0;0;2;0;1;4;0;R
-11.3615658878;-37.620678854;0;280630505000030;0;0;0;0;0;2;4;0;0;4;0;R
-11.3618101098;-37.620839239;0;280630505000030;0;0;0;0;1;2;3;0;0;3;0;R
-11.3618442078;-37.620861632;0;280630505000030;0;0;0;0;1;2;2;0;2;0;0;R
-11.3655501678;-37.618570407;0;280630505000030;0;0;0;0;1;0;1;0;0;2;0;R
-11.3658287608;-37.619004684;0;280630505000030;0;0;0;0;1;2;1;0;0;0;0;R
-11.3663112858;-37.619969734;0;280630505000030;0;0;0;0;0;0;0;0;2;1;0;R
-11.3665492028;-37.621430508;0;280630505000030;0;0;29;0;0;0;1;0;1;2;0;R
-11.3662883078;-37.621543683;0;280630505000030;0;0;0;0;1;2;2;0;2;3;0;R
-11.3648569638;-37.622840167;0;280630505000030;0;0;0;0;0;0;0;0;2;3;0;R
-11.3657770968;-37.623444437;0;280630505000030;0;0;0;0;0;2;4;0;0;3;0;R
-11.3670203498;-37.624491941;0;280630505000030;0;0;0;0;0;0;2;0;0;0;0;R
-11.3678905098;-37.625712739;0;280630505000030;0;0;0;0;1;0;0;0;0;2;0;R
-11.3679938188;-37.625801537;0;280630505000030;0;0;0;0;1;2;1;0;2;0;0;R
-11.3695240828;-37.623898186;0;280630505000030;0;0;0;0;0;0;0;0;0;2;0;R
-11.3888635938;-37.602363794;0;280630505000030;0;0;0;0;0;0;2;0;1;4;0;R
-11.3886636268;-37.601900187;0;280630505000030;0;0;0;0;1;1;2;0;0;4;0;R
-11.3882735838;-37.601318377;0;280630505000030;0;0;0;0;1;0;0;0;1;2;0;R
-11.3878919568;-37.600950439;0;280630505000030;0;0;0;0;0;2;1;0;1;3;0;R
-11.3872983638;-37.600732789;0;280630505000030;0;0;0;0;1;0;1;0;1;3;0;R
-11.3867047708;-37.600277701;0;280630505000030;0;0;0;0;0;1;4;0;0;1;0;R
-11.3862892568;-37.599664322;0;280630505000030;0;0;0;0;1;1;0;0;2;1;0;R
-11.3858143818;-37.599149875;0;280630505000030;0;0;0;0;0;2;2;0;1;1;0;R
-11.3853790808;-37.598694787;0;280630505000030;0;0;0;0;1;0;0;0;2;4;0;R
-11.3847699308;-37.598399792;0;280630505000030;0;0;0;0;0;2;3;0;2;4;0;R
-11.3843084228;-37.598401253;0;280630505000030;0;0;0;0;0;0;1;0;1;2;0;R
-11.3835827078;-37.59807229;0;280630505000030;0;0;0;0;1;2;1;0;1;0;0;R
-11.3821987538;-37.597811419;0;280630505000030;0;0;0;0;1;0;4;0;1;3;0;R
-11.3813405898;-37.597481067;0;280630505000030;0;0;0;0;1;1;2;0;1;2;0;R
-11.3805473298;-37.596818366;0;280630505000030;0;0;0;0;0;2;3;0;0;1;0;R
-11.3802817668;-37.596219143;0;280630505000030;0;0;0;0;1;1;2;0;1;1;0;R
-11.3796608058;-37.595885116;0;280630505000030;0;0;0;0;1;2;0;0;1;0;0;R
-11.3793046498;-37.596320417;0;280630505000030;0;15;0;0;0;0;0;0;2;0;0;R
-11.3788099898;-37.596478708;0;280630505000030;0;0;0;0;1;2;3;0;1;3;0;R
-11.3784538338;-37.596241271;0;280630505000030;0;0;0;5;1;1;1;0;0;4;0;R
-11.3780185328;-37.595766397;0;280630505000030;0;0;0;0;1;0;0;0;0;0;0;R
-11.3778008818;-37.595113445;0;280630505000030;0;0;0;0;0;1;0;0;2;1;0;R
-11.3777613088;-37.59448028;0;280630505000030;0;0;0;0;1;2;3;0;1;3;0;R
-11.3774645128;-37.593827328;0;280630505000030;0;0;0;0;1;1;1;0;2;4;0;R
-11.3772270758;-37.593134803;0;280630505000030;0;0;0;0;1;1;2;0;2;4;0;R
-11.3771106238;-37.592782902;0;280630505000030;0;0;0;0;0;0;1;0;0;2;0;R
-11.3769645088;-37.592524929;0;280630505000030;0;0;0;0;0;0;4;0;1;0;0;R
-11.3769263128;-37.592608905;0;280630505000030;0;0;0;0;1;0;1;0;2;0;0;R
-11.3765581978;-37.593015109;0;280630505000030;0;0;0;0;1;1;2;0;0;4;0;R
-11.3761139008;-37.593358273;0;280630505000030;0;0;0;0;0;2;3;0;0;2;0;R
-11.3756444568;-37.593539456;0;280630505000030;0;0;0;0;0;0;0;0;1;1;0;R
-11.3750952948;-37.593628218;0;280630505000030;0;0;0;0;1;0;1;0;1;4;0;R
-11.3747386858;-37.593698448;0;280630505000030;0;0;0;0;1;1;1;0;1;0;0;R
-11.3745470478;-37.59385802;0;280630505000030;0;0;0;0;0;1;2;0;2;3;0;R
-11.3742979608;-37.594530882;0;280630505000030;0;0;0;0;1;1;0;0;2;4;0;R
-11.3738995828;-37.595010802;0;280630505000030;0;0;0;0;1;0;1;0;0;2;0;R
-11.3734939548;-37.595489768;0;280630505000030;0;0;0;0;1;2;0;0;2;2;0;R
-11.3731739568;-37.595800996;0;280630505000030;0;0;0;0;1;0;2;0;0;3;0;R
-11.3727815288;-37.59606893;0;280630505000030;0;0;0;0;0;2;3;0;2;2;0;R
-11.3724588708;-37.596293871;0;280630505000030;0;0;0;0;0;1;0;0;0;0;0;R
-11.3722413508;-37.59659049;0;280630505000030;0;0;0;0;1;2;4;0;1;3;0;R
-11.3721422398;-37.596790203;0;280630505000030;0;0;0;0;1;2;0;0;2;0;0;R
-11.3719796548;-37.59748216;0;280630505000030;0;0;0;0;0;0;0;0;1;4;0;R
-11.3716816448;-37.598125875;0;280630505000030;0;0;0;0;0;2;0;0;0;1;0;R
-11.3714800298;-37.598444356;0;280630505000030;0;0;0;0;1;0;1;0;2;4;0;R
-11.3710035858;-37.598815226;0;280630505000030;0;0;0;0;0;2;0;0;1;4;0;R
-11.3703724158;-37.599285395;0;280630505000030;0;0;0;0;1;1;2;0;1;3;0;R
-11.3696872248;-37.59971331;0;280630505000030;0;0;0;0;1;2;1;0;2;2;0;R
-11.3690547008;-37.600249389;0;280630505000030;0;0;0;0;0;1;1;0;0;3;0;R
-11.3688541158;-37.600948134;0;280630505000030;0;0;0;0;0;1;0;0;0;0;0;R
-11.3687209718;-37.601128309;0;280630505000030;0;0;0;0;1;0;0;0;1;4;0;R
-11.3682187458;-37.601472376;0;280630505000030;0;0;0;0;1;1;3;0;1;0;0;R
-11.3679593438;-37.602762011;0;280630505000030;0;0;0;0;1;0;0;0;1;1;0;R
-11.3677867808;-37.603551843;0;280630505000030;0;0;0;0;1;2;1;0;1;4;0;R
-11.3672898898;-37.602696085;0;280630505000030;0;0;0;0;1;0;1;0;2;2;0;R
-11.3665445528;-37.602143984;0;280630505000030;0;0;0;0;0;1;3;0;1;3;0;R
-11.3657716098;-37.601053583;0;280630505000030;0;0;0;0;1;0;3;0;0;1;0;R
-11.3654955598;-37.600280641;0;280630505000030;0;0;0;0;1;2;0;0;1;1;0;R
-11.3654265468;-37.599342068;0;280630505000030;0;0;0;0;0;1;3;0;2;2;0;R
-11.3659234378;-37.598127445;0;280630505000030;0;0;0;0;1;2;0;0;2;2;0;R
-11.3664065268;-37.596995636;0;280630505000030;0;0;0;0;1;1;2;0;2;0;0;R
-11.3663513168;-37.596333115;0;280630505000030;0;0;0;0;0;2;3;0;1;2;0;R
-11.3667515908;-37.595532567;0;280630505000030;0;0;0;0;0;0;3;0;1;0;0;R
-11.3661166738;-37.593834855;0;280630505000030;0;0;0;0;1;2;1;0;2;3;0;R
-11.3658682278;-37.592426996;0;280630505000030;0;0;0;0;1;2;0;0;2;1;0;R
-11.3652057058;-37.590881111;0;280630505000030;0;0;0;9;1;0;1;0;0;4;0;R
-11.3645293818;-37.59107063;0;280630505000030;0;0;0;0;0;0;2;0;2;1;0;R
-11.3625566978;-37.591515479;0;280630505000030;0;0;0;0;0;1;1;0;1;1;0;R
-11.3622162728;-37.591631006;0;280630505000030;0;0;0;0;0;0;0;0;1;0;0;R
-11.3598587298;-37.592112682;0;280630505000030;0;0;0;0;0;1;3;0;0;2;0;R
-11.3577127848;-37.592658494;0;280630505000030;0;0;0;0;1;2;1;0;2;3;0;R
-11.3573660618;-37.592686122;0;280630505000030;0;0;0;0;0;0;2;0;0;4;0;R
-11.3575038888;-37.59125378;0;280630505000030;0;0;0;0;0;0;0;0;0;0;0;R
-11.3571036158;-37.591170965;0;280630505000030;0;0;0;0;1;2;2;0;1;1;0;R
-11.3567309468;-37.591336595;0;280630505000030;0;0;0;0;1;1;0;0;2;1;0;R
-11.3562064498;-37.591322793;0;280630505000030;0;0;0;0;1;2;3;0;2;2;0;R
-11.3559442018;-37.590977729;0;280630505000030;0;0;0;0;0;0;2;0;0;0;0;R
-11.3554197058;-37.590825901;0;280630505000030;0;0;0;0;0;2;4;0;2;1;0;R
-11.3548261958;-37.590660271;0;280630505000030;0;0;0;0;0;2;1;0;0;4;0;R
-11.3545014068;-37.590660744;0;280630505000030;0;0;0;0;1;0;0;0;0;3;0;R
-11.3541585328;-37.590497587;0;280630505000030;0;0;0;0;1;1;4;0;2;4;0;R
-11.3540532538;-37.590467035;0;280630505000030;0;0;0;0;1;1;1;0;1;4;0;R
-11.3536943878;-37.589845921;0;280630505000030;0;0;0;0;1;2;1;0;0;2;0;R
-11.3532803118;-37.589638883;0;280630505000030;0;0;0;0;0;1;3;0;1;3;0;R
-11.3528091668;-37.589982286;0;280630505000030;0;0;1;0;0;2;2;0;0;2;0;R
-11.3522230698;-37.590610347;0;280630505000030;0;0;0;0;1;0;2;0;0;3;0;R
-11.3514645468;-37.591230487;0;280630505000030;0;0;0;0;0;0;3;0;2;3;0;R
-11.3486798788;-37.593605982;0;280630505000030;0;0;0;0;0;0;1;0;0;2;0;R
-11.3467096028;-37.594286888;0;280630505000030;0;0;0;0;0;2;1;0;1;1;0;R
-11.3460830288;-37.594457246;0;280630505000030;0;0;0;0;0;2;2;0;2;3;0;R
-11.3434667248;-37.595285005;0;280630505000030;0;0;0;0;1;0;4;0;2;3;0;R
-11.3437843208;-37.596133332;0;280630505000030;0;0;0;0;0;1;0;0;1;3;0;R
-11.3440812158;-37.597272826;0;280630505000030;0;0;0;0;1;1;3;0;0;0;0;R
-11.3434858878;-37.597825181;0;280630505000030;0;0;0;0;1;1;1;0;0;4;0;R
-11.3440823338;-37.599515886;0;280630505000030;0;0;0;0;1;1;3;0;0;1;0;R
-11.3441995388;-37.60134871;0;280630505000030;0;0;0;0;0;0;3;0;2;0;0;R
-11.3438637148;-37.602934657;0;280630505000030;0;0;0;0;1;2;0;0;0;4;0;R
-11.3430542248;-37.604633416;0;280630505000030;0;0;0;0;1;2;4;0;2;1;0;R
-11.3421986858;-37.606125212;0;280630505000030;0;0;0;0;0;1;3;0;0;3;0;R
-11.3422535778;-37.606127523;0;280630505000030;0;0;0;0;1;2;1;0;2;1;0;R
-11.3424253958;-37.606134451;0;280630505000030;0;0;0;0;1;0;4;0;2;3;0;R
-11.3449204328;-37.606235058;0;280630505000030;0;0;0;0;1;2;0;0;1;4;0;R
-11.3452428908;-37.606390934;0;280630505000030;0;0;0;0;1;2;2;0;2;4;0;R
-11.3461877218;-37.607235321;0;280630505000030;0;0;0;0;1;0;3;0;1;1;0;R
-11.3462151568;-37.610272586;0;280630505000030;0;0;0;0;0;0;0;0;1;2;0;R
-11.3421042428;-37.613436734;0;280630505000030;0;0;0;0;1;2;1;0;1;0;0;R
-11.3212283028;-37.556834711;0;280630505000031;0;0;0;0;0;1;4;0;0;1;0;R
-11.3212083788;-37.556995152;0;280630505000031;0;0;0;0;1;2;0;0;1;2;0;R
-11.3214490438;-37.557611255;0;280630505000031;0;0;0;0;1;2;2;0;2;1;0;R
-11.3217178738;-37.558580806;0;280630505000031;0;0;0;0;0;2;1;0;1;0;0;R
-11.3219470408;-37.561180967;0;280630505000031;0;0;0;0;0;2;4;0;2;2;0;R
-11.3221056948;-37.561991864;0;280630505000031;0;0;0;0;1;0;1;0;2;2;0;R
-11.3228460788;-37.563640101;0;280630505000031;0;0;0;0;1;1;0;0;1;1;0;R
-11.3237782718;-37.564169819;0;280630505000031;0;0;0;0;1;1;2;0;2;2;0;R
-11.3281015098;-37.566429258;0;280630505000031;0;0;0;0;1;2;0;0;0;4;0;R
-11.3295727018;-37.567788023;0;280630505000031;0;0;0;0;0;2;1;0;2;4;0;R
-11.3310129818;-37.570098233;0;280630505000031;0;0;0;0;1;1;2;0;2;3;0;R
-11.3334306448;-37.57461097;0;280630505000031;0;0;0;0;0;2;3;0;0;4;0;R
-11.3339191088;-37.576497186;0;280630505000031;0;0;0;0;0;1;1;0;0;2;0;R
-11.3337704818;-37.579529138;0;280630505000031;0;0;0;0;0;1;0;0;1;2;0;R
-11.3331740388;-37.584648852;0;280630505000031;0;0;0;0;1;1;1;0;0;2;0;R
-11.3334704288;-37.584542956;0;280630505000031;0;0;0;0;0;2;2;0;2;3;0;R
-11.3338655498;-37.584248264;0;280630505000031;0;0;0;8;1;1;1;0;0;2;0;R
-11.3342618918;-37.583886728;0;280630505000031;0;0;0;0;1;1;1;0;0;3;0;R
-11.3362499058;-37.581472712;0;280630505000031;0;0;0;0;1;0;2;0;2;4;0;R
-11.3375752478;-37.579295363;0;280630505000031;0;0;0;0;0;0;3;0;1;2;0;R
-11.3381123828;-37.578374364;0;280630505000031;0;0;0;0;0;2;2;0;0;4;0;R
-11.3387464518;-37.577271462;0;280630505000031;0;0;0;0;0;1;0;0;2;4;0;R
-11.3393265938;-37.576455344;0;280630505000031;0;0;0;0;1;1;0;0;2;4;0;R
-11.3400274108;-37.575786491;0;280630505000031;0;0;0;0;0;1;4;0;1;2;0;R
-11.3404032778;-37.57536667;0;280630505000031;0;0;0;0;1;0;0;0;1;3;0;R
-11.3406944958;-37.575135358;0;280630505000031;232;0;0;0;1;2;0;0;1;2;0;R
-11.3409058178;-37.575008631;0;280630505000031;0;0;0;0;1;0;0;0;1;2;0;R
-11.3410968738;-37.574915551;0;280630505000031;0;0;0;0;1;1;4;0;2;4;0;R
-11.3413005138;-37.574794293;0;280630505000031;0;0;0;0;1;1;4;0;0;0;0;R
-11.3415763338;-37.574677449;0;280630505000031;0;0;0;0;1;0;4;0;0;3;0;R
-11.3418430158;-37.574593208;0;280630505000031;0;0;0;0;1;1;2;0;1;1;0;R
-11.3420949368;-37.57456388;0;280630505000031;0;0;0;0;0;1;2;0;0;4;0;R
-11.3424684478;-37.574441718;0;280630505000031;0;0;0;0;1;0;0;0;1;3;0;R
-11.3428031318;-37.574332169;0;280630505000031;0;0;0;0;1;0;4;0;2;1;0;R
-11.3430773158;-37.574195319;0;280630505000031;0;0;0;0;0;2;4;0;2;1;0;R
-11.3435758398;-37.573809415;0;280630505000031;0;0;0;0;0;1;2;0;1;2;0;R
-11.3439515118;-37.573478267;0;280630505000031;0;0;0;0;0;1;2;0;0;2;0;R
-11.3443761788;-37.573353447;0;280630505000031;0;0;0;0;1;2;3;0;0;0;0;R
-11.3445155698;-37.573235681;0;280630505000031;0;0;10;0;0;1;1;0;0;4;0;R
-11.3446560238;-37.572987704;0;280630505000031;0;0;0;0;1;1;1;0;0;0;0;R
-11.3448731538;-37.572440394;0;280630505000031;0;0;0;0;1;1;3;0;2;2;0;R
-11.3450458198;-37.572055368;0;280630505000031;0;0;0;0;1;1;0;0;0;3;0;R
-11.3450310928;-37.571620976;0;280630505000031;0;0;0;0;0;2;0;0;2;4;0;R
-11.3449373328;-37.571309539;0;280630505000031;0;0;0;0;0;2;2;0;2;4;0;R
-11.3449282918;-37.570894136;0;280630505000031;0;0;0;0;0;1;0;0;0;3;0;R
-11.3449579008;-37.570595093;0;280630505000031;0;0;0;0;1;1;1;0;2;4;0;R
-11.3447863168;-37.570000639;0;280630505000031;0;0;0;0;1;2;0;0;2;3;0;R
-11.3446964178;-37.569687008;0;280630505000031;0;0;0;0;0;2;1;0;2;0;0;R
-11.3446687848;-37.568990406;0;280630505000031;0;0;0;0;1;1;4;0;1;4;0;R
-11.3445028958;-37.568088539;0;280630505000031;0;0;0;0;1;2;2;0;0;3;0;R
-11.3438550558;-37.566981566;0;280630505000031;0;0;0;0;1;0;0;0;0;1;0;R
-11.3436342698;-37.566567129;0;280630505000031;0;0;0;0;1;0;3;0;0;1;0;R
-11.3435974768;-37.56604985;0;280630505000031;0;0;0;0;0;1;4;0;1;0;0;R
-11.3437158578;-37.565273199;0;280630505000031;0;0;0;0;0;0;0;0;0;4;0;R
-11.3439626198;-37.564660865;0;280630505000031;0;0;0;0;1;0;0;0;1;2;0;R
-11.3430984548;-37.56191181;0;280630505000031;0;0;0;0;0;0;3;0;1;2;0;R
-11.3427281668;-37.561109069;0;280630505000031;0;0;0;0;1;0;1;0;0;4;0;R
-11.3413619408;-37.559225893;0;280630505000031;0;0;0;0;1;0;2;0;2;1;0;R
-11.3420719458;-37.558563222;0;280630505000031;0;0;0;0;0;0;2;0;1;1;0;R
-11.3419592218;-37.557511137;0;280630505000031;0;0;0;0;0;1;1;0;2;0;0;R
-11.3423559478;-37.55693021;0;280630505000031;0;0;0;0;1;1;0;0;0;0;0;R
-11.3426162828;-37.556717209;0;280630505000031;0;0;0;0;1;2;4;0;2;1;0;R
-11.3432789538;-37.556764543;0;280630505000031;0;0;0;0;1;2;4;0;2;3;0;R
-11.3435866228;-37.556196539;0;280630505000031;0;0;0;0;0;1;4;0;2;1;0;R
-11.3433736208;-37.554800196;0;280630505000031;0;0;0;0;0;1;2;0;2;1;0;R
-11.3437603128;-37.554117868;0;280630505000031;0;0;0;0;0;2;2;0;2;3;0;R
-11.3428600418;-37.554031932;0;280630505000031;0;0;0;0;0;2;0;0;0;0;0;R
-11.3423071218;-37.553788253;0;280630505000031;0;0;0;0;1;0;3;0;1;0;0;R
-11.3419324878;-37.552956033;0;280630505000031;0;0;0;0;0;0;1;0;1;0;0;R
-11.3415414218;-37.552564288;0;280630505000031;0;0;0;0;1;2;0;0;1;3;0;R
-11.3402965598;-37.553202677;0;280630505000031;0;0;0;0;0;0;3;0;1;3;0;R
-11.3399858298;-37.553353702;0;280630505000031;0;0;0;0;0;2;1;0;0;0;0;R
-11.3396986218;-37.553324547;0;280630505000031;0;0;0;0;0;2;0;0;1;1;0;R
-11.3390402848;-37.553271009;0;280630505000031;0;0;0;0;1;0;4;0;0;2;0;R
-11.3381815298;-37.553185681;0;280630505000031;0;0;0;0;1;2;3;0;2;2;0;R
-11.3371326638;-37.552787304;0;280630505000031;0;0;0;0;0;1;4;0;1;0;0;R
-11.3364552778;-37.552497845;0;280630505000031;0;0;0;0;1;2;0;0;2;4;0;R
-11.3361071058;-37.552399218;0;280630505000031;0;0;0;0;0;0;2;0;2;2;0;R
-11.3352622558;-37.552307947;0;280630505000031;0;0;0;0;0;0;0;0;2;2;0;R
-11.3341984268;-37.552316845;0;280630505000031;0;0;0;0;0;0;0;0;1;1;0;R
-11.3332061098;-37.552468727;0;280630505000031;0;0;0;0;1;2;0;0;1;0;0;R
-11.3306324948;-37.555138472;0;280630505000031;0;0;0;0;0;2;4;0;2;3;0;R
-11.3290726428;-37.55602554;0;280630505000031;0;0;0;0;0;2;1;0;1;4;0;R
-11.3270587378;-37.556677748;0;280630505000031;0;0;0;0;1;0;2;0;1;0;0;R
-11.3260566248;-37.557065722;0;280630505000031;0;0;0;0;0;2;2;0;0;1;0;R
-11.3250575458;-37.557502867;0;280630505000031;0;0;0;0;0;1;4;0;1;1;0;R
-11.3245252428;-37.55762463;0;280630505000031;0;0;0;0;1;1;1;0;0;2;0;R
-11.3233657788;-37.557816849;0;280630505000031;0;0;0;0;1;1;1;0;2;0;0;R
-11.3225641318;-37.557803794;0;280630505000031;0;0;0;0;0;0;2;0;0;4;0;R
-11.3221123878;-37.557540139;0;280630505000031;0;0;0;0;0;1;0;0;2;3;0;R
-11.3212283028;-37.556834711;0;280630505000031;0;0;0;0;0;1;0;0;2;1;0;R
-11.3032308098;-37.487406065;0;280630505000034;0;0;0;0;0;1;1;0;2;3;0;R
-11.3029340128;-37.487623716;0;280630505000034;0;0;0;0;1;2;4;0;1;4;0;R
-11.3030131588;-37.488078804;0;280630505000034;0;0;0;0;0;0;4;0;1;1;0;R
-11.3025778578;-37.488593251;0;280630505000034;0;0;0;0;0;0;1;0;2;0;0;R
-11.3022612748;-37.489028552;0;280630505000034;0;0;0;0;1;2;1;0;0;2;0;R
-11.3025580708;-37.489661717;0;280630505000034;0;0;0;0;0;1;3;0;0;1;0;R
-11.3027163628;-37.490472961;0;280630505000034;0;0;0;0;1;1;4;0;1;2;0;R
-11.3028746538;-37.49130399;0;280630505000034;0;0;0;0;1;2;0;0;2;4;0;R
-11.3030923048;-37.492194379;0;280630505000034;0;0;0;0;0;0;4;0;1;4;0;R
-11.3036661108;-37.492847331;0;280630505000034;0;0;0;0;0;0;1;0;0;4;0;R
-11.3038837618;-37.493599215;0;280630505000034;0;0;0;0;1;2;3;0;2;3;0;R
-11.3038639748;-37.494271953;0;280630505000034;0;0;0;0;1;2;2;0;2;4;0;R
-11.3041409848;-37.495399779;0;280630505000034;0;0;0;0;1;2;0;0;2;2;0;R
-11.3041592988;-37.496748964;0;280630505000034;0;0;0;0;1;2;0;0;1;3;0;R
-11.3041607708;-37.497259703;0;280630505000034;0;0;0;0;0;2;4;0;2;3;0;R
-11.3039233338;-37.497892868;0;280630505000034;0;0;0;0;0;1;1;0;0;0;0;R
-11.3040618388;-37.498684325;0;280630505000034;0;0;0;0;1;0;4;0;0;2;0;R
-11.3038244018;-37.499040481;0;280630505000034;0;0;0;0;1;1;0;0;1;0;0;R
-11.3039233338;-37.499713219;0;280630505000034;0;0;0;0;0;2;1;0;0;4;0;R
-11.3039826938;-37.500682754;0;280630505000034;0;0;0;0;1;2;4;0;2;3;0;R
-11.3035869648;-37.501454424;0;280630505000034;0;0;0;0;0;0;4;0;1;4;0;R
-11.3030725178;-37.50175122;0;280630505000034;0;0;0;0;0;2;3;0;1;4;0;R
-11.3028548678;-37.502285454;0;280630505000034;0;0;0;0;1;2;1;0;1;0;0;R
-11.3026965758;-37.50285926;0;280630505000034;0;0;0;0;1;2;4;0;2;2;0;R
-11.3027559358;-37.503452852;0;280630505000034;0;0;0;0;0;1;4;0;0;1;0;R
-11.3026767898;-37.503927727;0;280630505000034;0;0;0;0;1;0;1;0;1;1;0;R
-11.3026965758;-37.504560892;0;280630505000034;0;0;0;0;0;2;4;0;1;0;0;R
-11.3030725178;-37.504897261;0;280630505000034;0;0;0;0;1;1;4;0;1;4;0;R
-11.3034286738;-37.505273203;0;280630505000034;0;0;0;0;1;2;4;0;0;2;0;R
